"year","month","tmin","tmax","rads","relh","prec","wspd","es","ea","VPD","RET","prec.days","prec.max","prec.gt.12","prec.gt.25","prec.gt.50","prec.gt.76","prec.gt.101","aet","srunoff","drainage"
1986,1,-12.5387095174482,-2.78064516667397,74.1990324451077,84.8316123716293,25.9999997615814,4.98387094082371,0.406137076723262,0.243400461992267,0.162736614730994,11.0412433142657,10,8.39999961853027,0,0,0,0,0,0.0238982528181432,0.0129679514229662,0.811686015605767
1986,2,-10.8357143572399,-3.14642856376512,97.038572038923,85.7150001525879,69.1999995112419,4.17499996508871,0.407701467322521,0.281024121300288,0.126677346022233,12.5163922761004,12,37.2999992370605,1,1,0,0,0,0.108555975396486,0.0463081562768463,0.779346204841853
1986,3,-3.40322586797899,7.96451611288132,150.524193179223,77.4083874610163,39.4999991059303,5.42580640700556,0.894170392671504,0.400562441791388,0.493607950880115,48.8030296730507,7,16.7999992370605,2,0,0,0,0,0.147947614573737,0.168323519708078,1.13463638373448
1986,4,3.15666670004527,16.6066666285197,179.748666508992,68.8483334859212,57.6999993920326,5.60333334604899,1.41737626135605,0.579334008799246,0.838042252556801,83.1201559326103,13,15.1999998092651,1,0,0,0,0,0.829911723248161,0.0694060466045319,0.881312024037575
1986,5,8.28064509745567,21.0580645222818,205.878062586631,76.3422584533691,50.0999998450279,4.29999998692543,1.85296209559878,0.882384048787819,0.970578046810961,98.3742732826195,11,25.3999996185303,1,0,0,0,0,1.374309945415,0.0794073487689732,0.748768050541803
1986,6,12.2766667286555,25.3833331425985,228.377998606364,80.2604333241781,82.2999984025955,4.5,2.40419193624982,1.19112744614367,1.21306449010616,111.759966151169,11,27.3999996185303,3,1,0,0,0,2.24102615219291,0.114908620145718,0.644664611912261
1986,7,17.3258063100999,28.4225806574668,258.178389764601,84.731935070407,109.700001060963,4.02903220730443,2.98012073415404,1.70691755752449,1.27320317662955,131.23365287185,10,26.7000007629395,4,2,0,0,0,3.60140412453775,0.18541792738217,0.580896896585527
1986,8,12.0290323072864,24.3709677419355,232.063868861045,82.9358062744141,111.30000191927,3.66774194086752,2.26429225613625,1.19521966956562,1.06907258657063,102.937504648623,8,57.9000015258789,2,2,1,0,0,2.98185317909269,0.348015349226904,0.426048648554734
1986,9,11.6133333126704,21.3066667556763,125.889333025614,86.9799995422363,173.199997723103,3.82000000476837,2.0169731523349,1.2455784677793,0.7713946845556,56.6276928186394,14,38.5999984741211,6,3,0,0,0,1.26800362589665,0.504565624833466,0.744131040979587
1986,10,4.51290317504637,15.0999999661599,99.0209683449038,84.7293553506174,47.1000003218651,4.09677420893023,1.31991806571273,0.743034812301634,0.576883253411097,37.7615700169622,13,24.6000003814697,1,0,0,0,0,0.763461024403091,0.109370220165244,1.02931152741195
1986,11,-5.56999997297923,4.61999996900559,91.1676658630371,82.4432997385661,26.3000001311302,4.99999998410543,0.664480972178099,0.355133969120312,0.309347003057787,19.9835656681096,9,7.90000009536743,0,0,0,0,0,0.0416755056250011,0.024722572884949,0.681382111365863
1986,12,-7.02580648468387,-0.196774190472018,54.0296774218159,86.9625810192477,17.6999996900558,4.35483867891373,0.501784060124611,0.342925477985034,0.158858582139576,11.3246307629575,7,3.79999995231628,0,0,0,0,0,0.0243999216263069,0.0115878453267814,0.67171317001953
1987,1,-9.29032249219956,-1.18387101158019,74.2651608990085,82.2261291011687,17.4999998807907,4.36129031258245,0.464243233646981,0.288921430221436,0.175321803425544,12.8155532515064,10,6.59999990463257,0,0,0,0,0,0.028188415393265,0.0172706792147044,0.644760224041658
1987,2,-6.62857142090797,4.88214285884585,106.786428042821,79.4085712432861,15.8000000119209,4.46428572280066,0.630289805401034,0.304594248684226,0.325695556716808,23.0900204440727,4,13,1,0,0,0,0,0.0156660508490091,0.0211870450948793,0.651251160009379
